Label,MovieName,mLink,rRating,rText,rTitle
positive,Toy Story 4,/review/rw4952845/,10,"Toy Story. The animated franchise that has defined me as a filmgoer, filmmaker and writer. I'm turning 24 next month, and Toy Story has damn-near been in my life for all of those years.

The first film was released on Thanksgiving of 1995. I was 4 months old, sleeping in cribs, without any indication of what movies where, or for that matter, any kind of entertainment. But little did I know it would be the first film I would ever watch. The VHS was released the year after, and as I was learning to walk, talk and play, Toy Story played in the background. Something inside me clicked while I watched it. I was enchanted by it's world of make-believe. A world of talking toys. What more could a little kid want? My mother swears that I knew every line of dialogue from the film by the time I was 2 years old. Woody and Buzz where my bread and butter. I had both of them as toys of my own. To me, I was no different than Andy, because Andy was every kid in the world. What Toy Story so astoundingly captured was the bond between a child and his toy. It's unmistakeable and iconic. Needless to say, Toy Story was the family film we never knew we needed, as as a feat of technological genius, one of the finest films ever made.

Toy Story 2 was released 4 years later. By that time, I was old enough to see it in a theater. I'm happy to tell you that I still haven't forgotten the memory of seeing it nearly 20 years ago. My parents took me, and I took my Woody doll with me. We went on a cold and snowy November afternoon. I placed Woody next to me in my seat as the theater lights dimmed to darkness. We loved it. Not to mention, not a single dry eye in that audience during Jessie's ballad, ""When She Loved Me"". But from that experience, I vividly remember leaving Woody behind in the theater, and we had to drive all the way back to retrieve it. Life imitates art.

The gap between Toy Story 2 and 3 was 11 years. That's an eternity to a child. That's your entire elementary and middle school years in the books. I had enough Pixar movies in between to hold me over. By the time Toy Story 3 was released in the summer of 2010, I was already finished with my freshman year of high school. This time, I didn't see it in theaters, and I still don't know the reason. Was I going through a phase? Was I becoming cynical? Did i think I outgrew the material? Lord knows. I watched it when it premiered on cable later that year. That same spirit still stuck with me. The trilogy was complete, the toys left Andy and there was nothing else left to say.. or so we thought.

Toy Story 4 is here. I wouldn't blame you if you feel weary about that. If ever there was a film franchise that shouldn't be milked to death and exploited until every last capital of it has been exhausted, you are looking at it. To even justify a fourth installment, they needed to work hard and get it right. The weekend isn't over and the jury is still out, but i have my verdict. Toy Story 4 is necessary and beautiful. To all fans of the series and any fan of animation, drop what you are doing and see this now. This is worth an hour and change of watching non-streamable content. This is how cinema lives on in the year 2019. For me, as a grown man, this brings it all full circle.

We pick up right where we left off, with the toys belonging to little Bonnie. Still going on grand adventures in the bedroom. It's the first day of kindergarten for Bonnie, and she's too shy and scared to make any friends. Lucky for her, Woody comes to rescue and provides her with supplies to make her own friend. From there, we meet Forky. The product of what happens when toys play God. He's a stick figure made out of a spork, with a serious existential crisis. He keeps throwing himself in the trash. That's right, Forky is suicidal. You couldn't have a Pixar movie without throwing in a little dark social commentary. Bonnie and her parents take a road trip to an amusement park and the toys come with. But Woody gets carried away while guarding the troubled Forky. Woody and Forky get left behind after another episode, and vow to catch up to the park in the morning. As they walk into town, a vintage antique store catches Wood's eye with memorabilia attributed to Bo Peep, the toy that got away long, long ago. The antique store is filled with lost, abandoned toys, including a lonely girl doll named Gabby Gabby who's only friends are creepy ventriloquist dummies who stand upright on their own.. yeah, they are just as creepy as they sound. Forty is captured and Woody escapes the store. He lands in a nearby playground filled with even more abandoned toys, where he is reunited with none other than Bo Peep. It's been a long time since Woody has seen her and she's gotten a 2019 upgrade since. She's a swashbuckling badass now, accompanied with her tiny adorable sidekick, Officer Giggle McDimples. Woody and Bo join forces with Buzz , two smart-ass plush toys (voiced by Key and Peele) and a Canadian daredevil biker (voiced by Keanu Reeves) to save Forky and return him in one piece to Bonnie.

I could gush about this film for hours. First, on a technical level, Toy Story 4 is the most gorgeous looking film of the series. You can see every scratch, blemish and texture on every toy. Gone are the awkward polygons and fuzzy graphics of the Windows 95' generation. I was captivated by everything, from the photo realistic backgrounds to the shining reflective porcelain that gleams off of Bo Peep. It's as sharply funny as any of the Toy Story films, with enough adult asides to keep anyone in the audience from being alienated. It brings the series to an appropriate end that, while wasn't entirely necessary after the third film, concludes the journey of Woody and friends in a totally satisfying way.

Do I envision watching Toy Story 5 at 40 years old? Or 6 at 60? I don't know, but if indeed they are in the works, and if they are as lovely as all 4 previous films have been, I'll warmly invite the opportunities to see more. These movies awesome. To infinity and beyond.",To Infinity and Beyond.
negative,The Grinch,/review/rw4449201/,4,"Took the grandkids to this movie...they didn't think it was very good. It seems like something that was produced for the dollars it could make rather than a story that needed to be told.

The good: it was not very long. The colors are brilliant and visually stimulating. Max was remade with a little more of a fun personality.

The bad: Grinch somehow seemed wrong. I'm not sure if it was the voice, the artistic effects, or just a general un-Grinchiness. The story was a retelling that didn't need to be. The biggest negative is the feeling that this movie is forgettable.

I'm sure I'll never watch it again. I've watched the original about a billion times, and the Jim Carrey version nearly the same.

Bottom line...save your money and rent it later.","OK, but feels unnecessary"
negative,The Grinch,/review/rw4465879/,2,NA,Maybe Christmas perhaps means a little bit more. Lost it's message!
negative,The Grinch,/review/rw4450690/,2,"When the movie ended, I looked over at my family and asked ""did they even sing the grinch song?"" which I was highly anticipating with a fun, new modern edge. my nephew responded with ""it was a remix and not the whole song"" what?! Jim Carey made an entire scene out of it! This movie was a let down. Can they stop remaking movies if they're going to be lazy and unoriginal about it? The Jim Carey one and the original Grinch are way better than this",Did they even sing the song?
negative,The Grinch,/review/rw4448941/,4,"Illumination is a studio known for producing gutless, boring, paint-by-numbers, mass appeal movies that focus more on cute gimmicks and marketing than they do on actual storytelling and character development. If you've seen anything else from Illumination, you practically don't need to see this movie, because you can probably just predict every scene in your head and just about get it right. While The Grinch isn't Illumination's worst, it's still a thoughtless and emotionless product only meant to sell toys and theater tickets before charm and charisma.

Benedict Cumberbatch's Grinch is boring. I do like Cumberbatch and I did think he'd be great to voice the Grinch, but he's terrible in this movie. His voice doesn't match the character whatsoever, and does nothing to bring the character more to life. At least Jim Carrey put energy and emotion into his performance, whereas Cumberbatch sounds like he's disappointed about the small paycheck he's just been given. The Grinch himself is written in a way that pulls all punches and has to cave in to cutesy kids logic instead of a clever way that tells a good story. Instead of making The Grinch actually funny or interesting, they make him the typical 2018 grumpy hipster who's a good guy at heart but just needs his morning coffee. Making him a mostly good character really undermines the climactic payoff of him finally understanding the meaning Christmas towards the end.

Sadly, both the character and the overall movie as a whole share the same problems; it's boring, uninspired, and vanilla. Much like the character, the movie sucks out anything interesting in favor for playing it safe and selling toys. The music is even done by rapper Tyler The Creator, and even as a moderate fan of his work, the music here is terribly uninspired and obviously an attempt to make the film more hip. Most of the jokes are entirely predictable. Actually, the entire movie is predictable. I don't mean we've seen the original movies, I mean the film follows every generic story you'll ever see in a kids movie. The film feels more like it was written by a computer and less like a team of engrossed screenwriters. One of the film's running gags is the ex-popular 'screaming goat' meme...seriously, I thought that meme stopped being funny in 2013.

Truthfully, this film is not the worst thing to come out of Illumination. It may not be a good movie, but at least it doesn't completely bastardize and miseducate its message like The Lorax did, and at least it isn't as excruciatingly for-the-masses as Minions or The Secret Life Of Pets. The Grinch, as well as every single other Illumination Studios movie, is like a cute untamed puppy; it may urinate on your rug and chew up all of your shoes, but it's cute and looks at you with big puppy dog eyes and does silly things, so you don't punish it and let it slide when it really shouldn't be forgiven so easily. When are we as an audience going to stop letting these thoughtless movies slide solely because of their cuteness? Regardless, moms and kids alike will continue to enjoy these movies without the slightest care, simply because it's cute and nothing more.",More or less EXACTLY what one would expect from Illumination's The Grinch.
negative,The Grinch,/review/rw4449747/,1,"They picked the absolute worst voice for the Grinch. Also the Grinch didn't even seem bad. In fact, its like a five year old would have considered this movie less than a G rating. The Grinch is known to have a hard stare and grin with a rough voice. They ruined this version.","Wrong voice, the most friendly Grinch I have ever seen"
positive,The Grinch,/review/rw4447261/,6,"If you've seen the trailer you've seen the whole movie. It's funny, yes, but the trailer ruins it as it has included every single joke from the movie.",The trailer shows it all
negative,The Grinch,/review/rw4446867/,5,"I honestly do not get the impressionable casuals who say that any critic who dislikes a movie they like is wrong. Using that logic, YOU'RE wrong for liking it. But that's not true, because it's all subjective. With that out of the way, allow me to explain why I didn't like this movie:

It's dull and boring. It's not interesting, it's only funny in certain places and even then it only resulted in a small smile. If what's advertised to me as a comedy movie isn't that funny to me, I think it's failed as a movie. This could've had the potential to be a pretty decent movie and it's not the first time Illumination has done a Dr Seuss movie. Expectations weren't exactly through the roof, but I expected them to do so much better than this. The animation is pretty good, as expected for Illumination, but it can only dazzle me for about 5 minutes before I realise how dull and uninteresting this movie is.

Again, if you liked this then good for you, but I just can't enjoy this movie.",I didn't like this movie. That means I'm wrong for not liking it???
positive,The Grinch,/review/rw4446412/,10,"Anyone who gave this a bad rating clearly is just upset because, they don't like a modern Grinch because they grew up with the original classic Grinch cartoon. This movie was one of the most adorable and fun feel-good animated movies I've seen in a long time. Benedict Cumberbatch killed it as the Grinch and, all the gadgets and grandeur of the grinches holiday heist scene is so creative and colourful and fantastical! This is one of the greatest Christmas movies of all time up there with Nightmare before Christmas. This movie was a joy to watch and if you couldn't find joy in this movie maybe, you're the Grinch.",Don't listen to the grinches reviewing this movie!
positive,The Grinch,/review/rw4448559/,10,"I have absolutely no idea why this movie is not getting good reviews. I'm often extremely critical of kid movies but really enjoyed every bit of this one! I loved that it taught about love and kindness and the need for people without trying to shove any political correctness down our throats. Just a really funny, really good movie! Kids laughed trough the whole thing too!",So funny and heart warming
positive,The Grinch,/review/rw4451927/,8,"It is the classic story of The Grinch we all know so well. So yes its predictable, yes we know what's going to happen and how it ends, but even so it was a joy to watch and the kids really enjoyed it. This version of the grinch is a little less disgusting and you see a bit more kindness from him, which I liked. It had quite a few laughs and some very sweet moments. I personally liked it better than the Jim Carry version. But nothing beats the original.",Cute family Christmas movie.
positive,The Grinch,/review/rw4453484/,9,"Very family oriented and clear cartoon, and got a deep idea about Christmas agenda- thanksgiving before presents. Recommended for everyone",Family oriented
positive,The Grinch,/review/rw4448149/,10,"No matter how much worse the IMDb rating gets, watch the movie for yourself. I love the music, the animation, the voice talents and the storyline! Aside from from having a few goofy moments, the movie was a lot more dramatic and touching.",My favorite version!!
negative,The Grinch,/review/rw4455270/,1,Worst adaptation of the grinch ever made. Stick to what you know and what people love....the original cartoon. Too much overacting.,Very disappointed
positive,The Grinch,/review/rw4455709/,8,"I went to go see The Grinch with my daughter who is 8 years old and we both enjoyed it. I laughed a little more than she did but she loved it! It follows along the typical Grinch storyline but with some new characters. If you are a fan of the Grinch, this movie will not disappoint and it's especially great for the kids who seemed to all enjoy it. Overall, a great family movie that delivers a great message in the end.",The Grinch Doesn't Disappoint
positive,The Grinch,/review/rw4450813/,10,"There is a reason I don't read critic reviews, and it is because I never ever agree with them. Usually when they say a movie is bad, I like it and vice versa. I like to leave reviews for movies and tv shows because I enjoy them, and I don't care about other people's views. I will give you my honest review as just a regular movie lover. Glad I didn't listen to critics on this film. It was great! A sold out theater. Kids and adults all laughed throughout the film. I went with my husband, sister, brother in law, and my niece and nephew. We all loved it equally. I enjoyed Jim Carey's version but I cannot compare them. I was wondering if I could like this without it having Jim Carey but I truly did. Heart-warming film with a slightly different take on it from the last film. To me, the dog, MAX stole the show! Great animation and effects. 3D is even better. To the people saying there was no storyline...ummm, there was! sheesh. Its about...well...THE GRINCH!! You don't take my advice, its just MY opinion, but I advise everyone to see this. Do not expect an Emmy winner, but it is still a great, warm and cozy holiday film.",Excellent!
negative,The Grinch,/review/rw4446347/,1,"This is another film by illumination animation, a company known for their very cheap animation, generic cookie cutter plots, low brow humor, Pop music, and those annoying minions. Yet despite this list of grievances they are highly successful, because they make lowest common denominator movies anyone between 1 month and 100 years old could watch.

This brings us to the Grinch, a needless remake that no one asked for or wanted. After the Lorax's dreadful adaptation, the quality of this trash should come as no surprise. Yet it represents almost everything wrong with entertainment; it doesn't exist because an artist was inspired to craft a loving adaptation telling a story he/she wanted to tell. It exists because it's a Dr. Seuss property and a Dr. Seuss movie prints the money itself.

Anyway this movie is as lame and as generic as you could possibly imagine. The Grinch is comically sympathetic, but isn't likeable. I'm stunned that the filmmakers managed to suck out all character, nuance, and personality of the Grinch and leave him as a hollow shell who acts like an A**hole. Also the Grinch who should be a foul/gross weirdo looks too clean and basic thanks to the simplicity of the cheap animation.

The townsfolk are either comically evil, ignorant, or innocent. The setting is awful and feels empty, the music sucks, and the pop music REALLY makes your ears bleed in this one folks!

One positive is the color pallet, very Christmas-y and very easy on the eyes. But again the animation is so basic and simplistic that each character looks so bland and unmemorable I can't even remember more than 4 character designs.

Ultimately the quality doesn't matter (the studio knows this, which is why they sold this movie out to any company that would advertise it), people will see this and it'll make over $500 million at least. If somehow you like illumination animation movies, you'll like this one. if you don't then you'll hate this.","One word, LAME"
positive,The Grinch,/review/rw4450668/,8,I love the actors I. It. The dog was cute. And funny moments. But the two previous grinch movies made the grinch clearly hate....loath entirely tye holiday. Where as this one made it feel like he was just avoiding. Doing his taxes. He mingled with the whos in a way that didnt even make him seem like that much of out cast. But the fault was in the writing. But still. A screaming goat is worth 8 stars lol,Wasnt even grinchy
positive,The Grinch,/review/rw4455184/,10,Look I'm probably not the target audience for this movie but I gotta say I smiled I. Laughed I felt flat out joy one of the best of the year simple sweet and fall down funny for once instead of a movie being about war it was about peice and love and joy nothing I regret about seeing this movie,Beautiful Christmas movie
positive,The Grinch,/review/rw4447532/,9,"Your smaller kids will love it! Incredible animation, had fun watching it in dbox.",Great fun!!
positive,The Grinch,/review/rw4450721/,10,"I'm going to keep this review short since you know the story most likely.

I was enchanted by this movie from the moment it started. It was a fun animated movie, with gorgeous animation, a lot of heart, and even some humor. The 90 minute run-time makes the movie fly by.

And the Grinch is evil but not scary. This has been ridiculed, but I like that the movie was trying to make it more comfortable for the little ones.

The ending, even though I knew it was coming, was very uplifting. The Grinch's heart grew 3 times bigger, but guess what? So did mine!

This is one of my favorite animated movies now, and my #1 Dr. Suess adaptation. This is the movie to see this holiday season!

Note: If you found this review helpful, please click on cinephile-27690 to read my other reviews!",Beautiful looking and charming animated feature.
positive,The Grinch,/review/rw4452256/,10,"You'llbe laughing from the time you sit down until the credits start rolling. Heart warming and fun, it's a great movie for the whole family. And it doesn't have the terrible jokes and weird feeling of the Jim Carrey version...","My fiancé, who is the biggest Grinch of them all, loved this move"
negative,The Grinch,/review/rw4501100/,2,"... and for anybody not alive 53 years ago, he was the voice of the original animated Grinch.

I am a very big fan of the Grinch, both the original and the Jim Carrey version, and if you're expecting those qualities in the slightest you will be very disappointed. First off the Grinch is not even that mean. He loves his dog Max and is overly affectionate, constantly telling him ""You can do it Max, believe in yourself!"" It is 2018 so animal cruelty is out. This is like ""baby Grinch"" or something with that high-pitched millennial voice. Boris Karloff also has such a sinister sounding voice, something that works perfect for the Grinch character. I can't say that Benedict Cumberbatch has that same quality.

Secondly they didn't even stick to the script of the classic Grinch we all grew up with. In this film, Cindy Lou is the older child of three with a overworked single mother whose only wish is that her mother had it way easier. Because in this Grinch movie Betty Lou is a strong independent woman and she needs no man. Finally the music of the movie was completely awful, not having one original song. Even after getting through the whole awful movie, you think to yourself - maybe just maybe I can hear one original ""You're a mean one"" at the credits .No, it's a weird rap song. So the only thing to do is run out of the movie theater and write this one off as a waste of money and, more importantly, time. If you're a Grinch fan don't, DON'T see this movie. The only thing you'll be doing is telling yourself ""this couldn't get any worse"", then be shocked as it gradually hits rock bottom.

I'll give it a three for at least getting the technical aspects of the movie correct. And even then I pull it down one star because technical aspects are part of the Star War films, but should not be part of The Grinch. The simplicity of the original Chuck Jones illustrations of the 1966 cartoon is one of my favorite aspects of the original. Who needs a complicated background? Just make the background blue, or yellow, or pink, etc. Everything these days is CGI'd to death, to the point where the CGI isn't even impressive anymore, it's just boring.",The implementation of this film is scarier than Boris Karloff!...
positive,The Grinch,/review/rw4455014/,10,"Good film for the family, worth the money seeing it at the cinema and when it comes out on sky and when it comes out on Blu-ray",Fun family film
positive,The Grinch,/review/rw4467942/,10,"I am 64. My wife is 51. We loved it!! Imaginative and colorful, beyond our imaginations. Heartwarming story too.",Fantastic animated movie
positive,The Grinch,/review/rw4455076/,10,I went to this movie today with my 3 and 7 year old kids and we all enjoyed it! This movie is an easy classic that will be in our Christmas movie rotation every year. It's so nice to see a take on the story that sticks pretty close to the original without doing what kids movies do so often these days - create over the top sad and heartbreaking back stories. Visually the movie looks great and the story moved along quickly enough to keep my 3 year olds attention. The characters are adorable and had everyone in the theatre laughing. If you're looking for a good easy going kids movie this one is great for the whole family.,Great family movie!
positive,Aladdin,/review/rw0302749/,10,NA,I'd put it in with the Disney classics
positive,Aladdin,/review/rw1079397/,10,"I grew up watching this film and along with Beauty and the Beast and Cinderella it is one of my favourite Disney films. I love it! Robin Williams is so good in it. He's hilarious. This film isn't just for kids but for the whole family. I think I was about 5 when I first saw it and at 14 I still watch it and so do my parents. I haven't seen the sequels because I heard that Robin Williams wasn't in them and decided that they wouldn't be as good without him. He was made for the part. The songs are amazing. I love singing along to ""A Whole new World"". I'm hoping to get the soundtrack soon. I also love the film because I have the same name as the princess in it! I would definitely recommend it to everyone. You're never too old to watch a classic Disney film.",This film is so good!
positive,Aladdin,/review/rw0950861/,9,"This movie has three elements that are important for an animated Disney movie: Great songs, a good villain and a great sidekick.

The songs and music in general are just great and very memorable. Jafar is a great villain mainly because he is voiced by Jonathan Freeman who has got a good and scary voice. But what is maybe the best element of the movie is Robin Williams as the blue genie. The blue genie is like a jokemachine that once it is started can't stop again and keeps you laughing.

The story is good and the pace is high. ""Aladdin"" is not too short and it's not too long, it's not too immature and it's not too mature, it's a perfect movie for the entire family with a wonderful love story (even though it's no ""Beauty and the Beast"") and good animations with some good looking early computer effects.

9/10","Great songs and a good villain make ""Aladdin"" a Disney classic."
positive,Aladdin,/review/rw2534639/,10,"I will never forget the first time I watched ""Aladdin"", I was with a group of friends waiting in the airport for the plane that would take us from Orlando to Paris at the time when ""Aladdin"" was the 'big thing' in the USA while some previews of ""The Lion King"" were starting to screen. ""Aladdin"" will forever be associated to that wonderful week I spent in Disneyland, and it's only fitting if the movie is my favorite Disney film, slightly edging-out ""The Jungle Book"".

I know I can get all rational in this review, analyzing what makes ""Aladdin"" such an appealing film and using the expected words of 'Disney Renaissance' and a comparison with the glorious Best Picture nominee predecessor. I can also talk about the animation, the music, the extraordinary multi-vocal performance of Robin Williams as Genie but I don't feel like getting rational. I love the film for personal reasons that are essentially due to the excellent timing of this film in its penetration of my pre-adolescent life. ""Aladdin"" took a forever cherished place as one of the last treasures that enriched my childhood even playing a pivotal role in the way I would start enjoying cartoons.

""Kid's day in the USA!"" was the motto of the week that was celebrating the 65th birthday of Mickey Mouse, and for a kid who never traveled outside his country, going to Disneyland was the most unexpected destination, the most extraordinary trip I would never have dared to dream of. This is when I discovered ""Aladdin"", through the 'Prince Ali' fanfare endlessly performed during the parades, through the films' images aired on TV; something was strangely attracting me to the film. And I guess the fact that I knew the story helped a lot: I grew up with a French cartoon from 1969, titled 'Aladin and the Magic Lamp' recorded in an 80's videocassette, a movie I can recite (and sing) by heart, and there was also an obscure Manga 'Aladdin' film we watched at school before the summer holidays.

Needless to say I was already familiar with the story, and seeing it translated into Disney language was something I was excited to see. Would they talk about Aladdin's deceased father Mustapha? Would he live with his mother? What kind of roles would Genie play? Well one thing matters apart from these questions: I knew the story and I could understand the film even if I didn't speak English at that time  it wouldn't have helped me anyway because the airport was very noisy, so I just sat on my luggage, eating some candies, and I could understand who was who and what was everyone's scheme: obviously, Aladdin wanted to be a prince to marry the princess and Jafar to marry the princess to become the prince, and between them, the Genie would come to fulfill their dreams. So, I saw the film and I loved it.

And for one year, before I would see it again, the music of 'Pince Ali' and 'A Whole New World' was the musical remembrance of that magical week in Disney World. And when I saw it again, it took another dimension: I finally understood the subtleties of the stories, I learned all the songs after repetitive viewings, and for months and months, I was transported by the 'Prince Ali' parade and its climactic conclusion and the romantic 'A Whole New World' and its beautiful opening, when Jasmine jumps on the carpet and the zoomed-out Rajah looks smaller and smaller, watching from the balcony. I saw the film so many times during my pre-teen years that I would never forget the first sensations it immersed me into, with an unexpected awkward one.

I must confess that Jasmine was one of my first movie crushes and my idea of the ideal woman as a kid, I don't know why but the way she looked during the 'love at first sight moment' hypnotized me and the moment where I always melt occurs in the carpet ride, when Aladdin gives her the apple, when you understand that she understood who the Prince Ali is, there are no words to describe how incredibly sexy she looks at that very moment. The crush didn't last of course, and as I grew older and was disappointed with the 'Return of Jafar' sequel and the TV series, my interest for ""Aladdin"" declined and it was reduced to 'kid's stuff I used to like'.

And then 10 years later, as a student, I saw the film again on my computer, eating a pizza, and something magical happened when the 'Whole New World' music started during the closing credits, my heart was inundated by a nostalgic torrent, so immense that I couldn't stop crying because it reminded me of the privileged place the movie occupied once in my heart. The magic was back, and whenever I was spending a good time with friends, we were having fun listening to these old Disney songs, and the clip of 'A Whole New World' was a must-see  and how glad I was to discover that I wasn't the only one who 'liked' Jasmine.

I feel so concerned by this film and so deeply attached to it, that I don't want to spoil this review with critical or ecstatic reviews, the film is just thrilling, romantic, adventurous, and features certainly the greatest cast of supporting characters without it being the counterpart of a dull hero or heroine, there's not a single minute of the film that seems pointless and wasted and certainly not with a character like Genie. That's the best I could do to rationally 'explain' my love for ""Aladdin"".

But maybe because loving a film can also depend on external factors that influence your judgment, in the case of ""Aladdin"", everything contributed to make this my favorite Disney film ... for sentimental reasons yes, but who ever said they were wrong?",Forever a favorite of mine ...
positive,Aladdin,/review/rw1263157/,10,"Simply a classic. The movie Aladdin is hilariously told with many many MANY funny moments. The genie his an all-time high in this classic film about a street rat and a princess. A great movie for young kids, but even adults will love the wonderfully amusing lines throughout the story. 

The songs in the movie are well-known and catchy. I even had a guy since one of them to a girl at a school dance! Everyone recognizes them, and it is our duty to make sure the next generations continues to appreciate such a wonderful work of art.

A great movie for the entire family to sit down and watch together, it's good sometimes to take a blast to the past and enjoy some of those good ol' movies.",Great movie!
positive,Aladdin,/review/rw0302713/,10,"I did not care to see this movie, but I was such a big Robin Williams that I rented it long after it stopped playing in the theaters. From the first few scenes I was spellbound by the voices and the script.I can still mimmick nearly all of the Genie's themes as well as see myself play Aladdin in a live action version of this movie with Paula Abdul as Jasmine and John De Lancie as Jafar. Jasmine in this movie has the same sexual innocence as Ariel the Little Mermaid and Krysta of Fern Gully. The songs are infectious, especially ""Friend Like Me"" and ""A Whole New World."" The whole movie is one big roller coaster ride augmented by the raucous wit of Robin Williams and his own talent for mimmicry and improvisation. Ten Stars way up!",Vintage Robin Williams
positive,Aladdin,/review/rw1571053/,10,"I can think of three quick reasons why this has remained one of the best animated movies ever: 1 - Very good, very catchy songs that still sound good 15 years later; 2 - excellent, colorful visuals; 3 - the unique humor of Robin Williams, who seems to spout a joke-a- second. In fact, you have to pay close attention to hear Williams' lines because they come so fast and furious. Actually, at times they are too fast. You hardly have time to laugh or digest what he just said when another line hits you. Williams' genie character doesn't appear on screen until after the first third of the film is over.

Without all those jokes - and the great visuals that go with those gags (things popping up like Saturday morning cartoons), this would just be a routine Disney animated film. Part of the normal Disney fare includes a hero who is a good guy but a liar and a heroine who is the typical wasp-waisted beauty who is rebellious against the rules of the day. The villain is an ""Oil Can Harry"" mustached dastardly employee of the king who desires king-like powers. His scenes, however, are tempered with humor thanks to his New York City-sounding obnoxious parrot, who provides most of the movie's slapstick humor.

Maybe the best attribute of this film is simply how fast it moves, meaning it's very, very entertaining.","Robin Williams,  Great Songs Make This One Of The Best Animated Films Ever"
positive,Aladdin,/review/rw1266161/,8,"Magic, adventures, laughs, love... This film has everything mixed, and the result is quite good! The film is about the classic tale of ""Aladdin and the magic lamp"", so the story is well known by everybody. Despite it is for children, the quality of the characters is very good, the story, though predictable and typical, results interesting and, which is more important, it males us to spend a good hour and a half. The songs (typical in Disney) never are boring, and are surprisingly well mixed with images. In addition, action scenes are well ended and most characters are very charismatic. Aladdin is sympathetic form the beginning and most secondary characters are simply perfect. The ""acting"" of the Genius is superb in his strangeness and absurd, and Yafar is well remembered as one of the ""best"" bad ones of the history of cinema. It exhales an immense aura of evilness hardly ever seen in a movie... To sum up, one of the best (maybe the best) Disney film made, which everything to have a nice afternoon with your children or just spending a nice time laughing and remembering when you were a child.",Fantastic!
positive,Aladdin,/review/rw0302703/,7,"I think this is one of the funniest films that Disney has ever done. This is due entirely to Robin William's brilliant voice of the Genie. He is wonderful in this role. I think the animation is pretty fair although I dislike the ""generic"" people that Disney's shop is putting out these days. They all share the same basic facial structure and eyes, so there is not much difference between any of the characters. It's not like Sleepy, Doc and Sneezy, who all looked very different. Still, this is a great and funny film. It is totally clean and not very violent so it is appropriate for every member of the family. Give this one a try and you'll have a great time watching it!",Hilarious
positive,Aladdin,/review/rw1699755/,8,"The 31st animated Disney classic is one of Disney's best known movies. It also takes us to a whole new world, a new fantastic point of view. This one takes place in Saudi Arabia. I've always liked this movie.

""Aladdin"" is very entertaining and great fun. It is hilarious, creative, imaginative and romantic. It isn't a faultless movie, but it's a little difficult not to like it.

I'll start by talking about the characters. The blue Genie is, without a doubt, the most amusing, hilarious, imaginative and genial Genie ever created. Robin Williams steals the show as the Genie's voice. With his incredible talent to do voices, he's hilariously awesome and fantastic as the Genie's voice (and also as the voice of the enigmatic merchant that appears at the beginning, who happens to be an interesting character).

Iago is the funniest character of this movie, along with the Genie. Nobody better than Gilbert Gottfried to voice the sarcastic parrot. Iago is simply hilarious! He's rude, grumpy, sarcastic, hungry for power, malicious, obnoxious and foul-tempered. He has an irritating voice but in a funny way, as well as a great talent to perfectly mimic other characters's voices. However, deep down inside he has a heart. I also love his hate for crackers. I don't see why does he hates crackers so much, but that also makes him so funny! Besides, a parrot with teeth?? lol!

Jafar is a great villain. Although often calm and humorous (for example, he keeps calling ""Prince Abooboo"" to ""Prince Ali""), he also represents the worst and most ambitious kind of villain and he is one of the most dangerous Disney villains. And he does possess a snake-like tone of voice sometimes.

Princess Jasmine, what can I say? Have you ever seen a more beautiful Disney princess? She's just gorgeous! Despite her strong and challenging personality, I like her anyway.

The Sultan is a funny dude. The Magic Carpet is lovable, one of my favorite characters from the movie. Aladdin himself is a nice guy, poor but kind-hearted (although dishonest, immature and selfish sometimes).

Abu is funny mostly because of his vocal sounds, very Donald Duck-like. The Cave of Wonders is an amazing character. It is a giant tiger's head with an absolutely fantastic and brutal deep-throat voice.

""Aladdin"" is a festival of magic, special effects, bombastic humor and jokes.

By the way, I absolutely love the song ""A Whole New World"". The version sung by Aladdin and Jasmine is great, but the original version of Peabo Bryson and Regina Belle is better, deeper and more romantic and classic. It's a very romantic and joyful song, which is always a pleasure to listen. ""Arabian Nights"" is a nice song as well...

I'd only wish that ""Aladdin"" hadn't become a victim of its own success. It inspired 2 sequels and several stories with these characters.

This should definitely be on Top 250.",A whole new world. A new fantastic point of view...
NA,Aladdin,/review/rw0302681/,NA,"This movie was the biggest film of '92, and it's easy to see why-a lotta fun, as a terrific Robin Williams performance carries it to heights it otherwise would not have gone to. Great animation, fine songs, a decent plot--what is there not to like? I will admit some of the Arab characters seemed to be stereotyped-but no more so than in Mulan or Tarzan or whatever; animation seems to stereotype Everything.

A great movie, ***1/2 outta ****, a fave then and now.",great fun
